artist_name,track_name,release_date,genre,lyrics
Cody Johnson,'Til You Can't,2021,classic,You can tell your old man you'll do some large-mouth fishin' another time You just got too much on your plate to bait and cast a line You can always put a rain check in his hand 'Til you can't [Verse 2] You can keep puttin' off forever with that girl who's heart you hold Swearin' that you'll ask someday further down the road You can always put a diamond on her hand 'Til you can't [Chorus] If you got a chance take it Take it while you got a chance If you got a dream chase it 'Cause a dream won't chase you back If you're gonna love somebody Hold 'em as long and as strong and as close as you can 'Til you can't [Verse 3] There's a box of greasy parts sittin' in the trunk of that sixty-five Still waitin' on you and your grandad to bring it back to life You can always get around to fixin' up that Pontiac 'Til you can't [Chorus] If you got a chance take it Take it while you got a chancе If you got a dream chase it 'Cause a drеam won't chase you back If you're gonna love somebody Hold 'em as long and as strong and as close as you can 'Til you can't [Bridge] So take that phone call from your mama Just talk away 'Cause you'll never know how bad you wanna 'Til you can't some day Don't wait on tomorrow 'cause tomorrow may not show Say your sorry's I love you's 'Cause man you never know [Chorus] If you got a chance take it Take it while you got a chance If you got a dream chase it 'Cause a dream won't chase you back If you're gonna love somebody Hold 'em as long and as strong and as close as you can 'Til you can't Yeah if you got a chance take it (Take it) Take it while you got a chance If you got a dream chase it 'Cause a dream won't chase you back If you're gonna love somebody Hold 'em as long and as strong and as close as you can 'Til you can't 'Til you can't [Outro] Yeah Take it
Aretha Franklin,Respect,1967,classic,Originally a minor hit by Otis Redding in 1965 Aretha’s “Respect” was given a new… Read More [Written by Otis Redding] [Verse 1] What you want baby I got it What you need do you know I got it? [Chorus] All I'm askin' is for a little respect when you come home (Just a little bit) Hey baby (Just a little bit) when you get home (Just a little bit) mister (Just a little bit) [Verse 2] I ain't gonna do you wrong while you're gone Ain't gon' do you wrong 'cause I don't wanna [Chorus] All I'm askin' is for a little respect when you come home (Just a little bit) Baby (Just a little bit) When you get home (Just a little bit) Yeah (Just a little bit) [Verse 3] I'm about to give you all of my money And all I'm askin' in return honey Is to give me my propers when you get home [Refrain] (Just a just a just a just a) Yeah baby (Just a just a just a just a) When you get home (Just a little bit) Yeah (Just a little bit) [Instrumental] [Verse 4] Ooh your kisses sweeter than honey And guess what? So is my money [Chorus] All I want you to do for me is give it to me when you get home (Re re re re) Yeah baby (Re re re re) Whip it to me (Respect just a little bit) When you get home now (Just a little bit) [Verse 5] R-E-S-P-E-C-T find out what it means to me R-E-S-P-E-C-T take care of T-C-B [Outro] (Sock it to me sock it to me sock it to me sock it to me) A little respect (Sock it to me sock it to me sock it to me sock it to me) Woah babe (Just a little bit) A little respect (Just a little bit) I get tired (Just a little bit) Keep on tryin' (Just a little bit) You're runnin' out of fools (Just a little bit) And I ain't lyin' (Just a little bit) (Re re re re) Start when you come home (Re re re respect) Or you might walk in (Just a little bit) And find out I'm gone (Just a little bit) I gotta have (Just a little bit) A little respect (Just a little bit)
Neil Young,Harvest Moon,1992,classic,Come a little bit closer Hear what I have to say Just like children sleeping We could dream this night away [Pre-Chorus] But there's a full moon rising Let’s go dancing in the light We know where the music's playing Let’s go out and feel the night [Chorus] Because I'm still in love with you I want to see you dance again Because I'm still in love with you On this harvest moon [Verse 2] When we were strangers I watched you from afar When we were lovers I loved you with all my heart [Pre-Chorus] But now it's getting late And the moon is climbing high I want to celebrate See it shining in your eye [Chorus] Because I'm still in love with you I want to see you dance again Because I'm still in love with you On this harvest moon [Harmonica Break] [Chorus] Because I'm still in love with you I want to see you dance again Because I'm still in love with you On this harvest moon
Koe Wetzel,High Road (feat. Jessie Murph),2024,classic,I can tell that you're mad And I ain't half surprised about that Since the day that we met It's always who cuts first and never who bleeds last Rumors always turn into yelling and fighting And once it's in your mind only one way you're driving [Chorus: Koe Wetzel] I know I know I'ma take the high road maybe get stoned Have a little too much of something terrible I'ma let you cool down while I walk out You ain't messing me up like the times before I don't need a ticket to your shit show Knock yourself out and hit a new low Well I'ma take the high road take the high road take the high road [Verse 2: Jessie Murph] You don't wanna talk about it boy that's no surprisе You come home smelling likе liquor like every other night If I catch you with her you gon' catch me with him You think I don't hear about it you better think again You know that rumors always turn into yelling and fighting And once it's in my mind only one way I'm driving [Chorus: Koe Wetzel & Jessie Murph] You know I know I'ma take the high road maybe get stoned Have a little too much of something terrible I'ma let you cool down while I walk out You ain't messing me up like the times before I don't need a ticket to your shit show Knock yourself out and hit a new low Well I'ma take the high road take the high road take the high road Whoa whoa [Instrumental Break] [Chorus: Koe Wetzel & Jessie Murph] I'ma take the high road maybe get stoned Have a little too much of something terrible I'ma let you cool down while I walk out You ain't messing me up like the times before And I don't need a ticket to your shit show Knock yourself out and hit a new low Well I'ma take the high road take the high road take the high road I'ma take the high road take the high road take the high road Oh yeah yeah mm
Derek & The Dominos,Layla,1970,classic,Layla was one of the tracks on… Read More [Opening Instrumental Riff] [Verse 1] What'll you do when you get lonely And nobody's waiting by your side? You've been runnin' and hidin' much too long You know it's just your foolish pride [Chorus] Layla You've got me on my knees Layla I'm begging darling please Layla Darling won't you ease my worried mind? [Verse 2] I tried to give you consolation When your old man had let you down Like a fool I fell in love with you It turned my whole world upside down [Chorus] Layla You've got me on my knees Layla I'm begging darling please Layla Darling won't you ease my worried mind? [Verse 3] So make the best of the situation Before I finally go insane Please don't say we'll never find a way And tell me all my love's in vain [Chorus] Layla You've got me on my knees Layla I'm begging darling please Layla Darling won't you ease my worried mind? Layla (Layla) You've got me on my knees Layla I'm begging darling please Layla Darling won't you ease my worried mind? [Instrumental Outro] [Guitar Solo] [Piano Outro]
Creedence Clearwater Revival,Proud Mary,1969,classic,Back in the fall of 1967 — before the release of our… Read More [Verse 1] Left a good job in the city Workin' for the man every night and day And I never lost one minute of sleepin' Worryin' 'bout the way things might have been [Refrain] Big wheel keep on turnin' Proud Mary keep on burnin' Rollin' rollin' rollin' on the river [Verse 2] Cleaned a lot of plates in Memphis Pumped a lot of 'tane down in New Orleans But I never saw the good side of the city Till I hitched a ride on a river boat queen [Refrain] Big wheel keep on turnin' Proud Mary keep on burnin' Rollin' rollin' (Roll on) rollin' on the river [Instrumental break] [Refrain] Rollin' rollin' rollin' on the river [Verse 3] If you come down to the river Bet you gonna find some people who live You don't have to worry 'cause you have no money People on the river are happy to give [Refrain] Big wheel keep on turnin' Proud Mary keep on burnin' Rollin' rollin' rollin' on the river Rollin’ (Roll on) rollin' rollin' on the river Rollin' mm rollin' mm rollin' on the river Rollin' rollin' rollin' on the river
Queen,Killer Queen - Remastered 2011,1974,classic,"She keeps Moet et Chandon in her pretty cabinet ""Let them eat cake "" she says just like Marie Antoinette A built-in remedy for Khrushchev and Kennedy At anytime an invitation you can't decline Caviar and cigarettes well versed in etiquette Extraordinarily nice [Chorus] She's a killer queen Gunpowder gelatine Dynamite with a laser beam Guaranteed to blow your mind Anytime [Post-Chorus] Ooh recommended at the price Insatiable an appetite Wanna try? [Verse 2] To avoid complications She never kept the same address In conversation She spoke just like a baroness Met a man from China went down to Geisha Minah (A killer a killer) Then again incidentally if you're that way inclined (She's a killer queen) Perfume came naturally from Paris (Naturally) For cars she couldn't care less fastidious and precise [Chorus] She's a killer queen Gunpowder gelatine Dynamite with a laser beam Guaranteed to blow your mind Anytime [Guitar Solo] [Bridge] Drop of a hat she's as willing as Playful as a pussy cat Then momentarily out of action Temporarily out of gas To absolutely drive you wild wild She's all out to get you [Chorus] She's a killer queen Gunpowder gelatine Dynamite with a laser beam Guaranteed to blow your mind Anytime [Outro] Ooh recommended at the price Insatiable an appetite Wanna try? (Wanna try?)"
Toby Keith,Should've Been A Cowboy,1993,classic,"I'll bet you've never heard ol' Marshal Dillon say ""Miss Kitty have you ever thought of runnin' away Settlin' down would you marry me If I asked you twice and begged you pretty please?"" She'd have said yes in a New York minute They never tied the knot his heart wasn't in it He just stole a kiss as he rode away He never hung his hat up At Kitty's place [Chorus] I should've been a cowboy I should've learned to rope and ride Wearin' my six-shooter Ridin' my pony on a cattle drive Stealin' the young girls' hearts Just like Gene and Roy Singin' those campfire songs Oh I should've been a cowboy [Verse 2] I might've had a sidekick with a funny name Runnin' wild through the hills chasin' Jesse James Endin' up on the brink of danger Ridin' shotgun for the Texas Rangers Go west young man haven't you been told California's full of whiskey women and gold Sleepin' out all night beneath the desert stars With a dream in my eye and a prayer in my heart [Chorus] I should've been a cowboy I should've learned to rope and ride Wearin' my six-shooter Ridin' my pony on a cattle drive Stealin' the young girls' hearts Just like Gene and Roy Singin' those campfire songs Oh I should've been a cowboy [Guitar Solo] [Chorus] I should've been a cowboy I should've learned to rope and ride I'd be wearin' my six-shooter Ridin' my pony on a cattle drive Stealin' the young girls' hearts Just like Gene and Roy Singin' those campfire songs Oh I should've been a cowboy [Outro] Yeah I should've been a cowboy I should've been a cowboy"
Electric Light Orchestra,Last Train to London,1979,classic,Discovery… Read More [Verse 1] It was 9:29 9:29 back street big city The sun was going down there was music all around It felt so right It was one of those nights One of those nights when you feel the world stop turnin' You were standing there there was music in the air I should've been away but I knew I had to stay [Chorus] Last train to London just headin' out Last train to London just leavin' town But I really want tonight to last forever I really wanna be with you Let the music play on down the line tonight [Verse 2] It was one of those nights One of those nights when you feel the fire is burnin' Everybody was there everybody to share It was so right There you were on your own Lookin' like you were the only one around I had to be with you nothing else that I could do I should've been away but I knew I had to stay [Chorus] Last train to London just headin' out Last train to London just leavin' town But I really want tonight to last forever I really wanna be with you Let the music play on down the line tonight [Instrumental Break] [Bridge] Underneath a starry sky Time was still but hours must really have rushed by I didn't realize but love was in your eyes I really should've gone but love went on and on [Chorus] Last train to London just headin' out Last train to London (Last train to London) just leavin' town But I really want tonight to last forever I really wanna be with you Let the music play on down the line tonight But I really want tonight to last forever I really wanna be with you Let the music play on down the line tonight [Instrumental Outro]
Aerosmith,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",1998,classic,Just to hear you breathing Watch you smile while you are sleeping While you're far away and dreaming I could spend my life In this sweet surrender I could stay lost in this moment forever Every moment spent with you is a moment I treasure Don't wanna close my eyes I don't wanna fall asleep 'Cause I'd miss you babe And I don't wanna miss a thing 'Cause even when I dream of you The sweetest dream would never do I'd still miss you baby And I don't wanna miss a thing ♪ Lying close to you Feeling your heart beating And I'm wondering what you're drеaming Wondering if it's me you're seeing Thеn I kiss your eyes And thank God we're together And I just wanna stay with you In this moment forever forever and ever I don't wanna close my eyes I don't wanna fall asleep 'Cause I'd miss you baby And I don't wanna miss a thing 'Cause even when I dream of you The sweetest dream would never do I'd still miss you baby And I don't wanna miss a thing And I don't wanna miss one smile I don't wanna miss one kiss I just wanna be with you Right here with you just like this I just wanna hold you close I feel your heart so close to mine And just stay here in this moment For all the rest of time Yeah (yeah) yeah (yeah) yeah Don't wanna close my eyes Don't wanna fall asleep 'Cause I'd miss you baby And I don't wanna miss a thing 'Cause even when I dream of you The sweetest dream would never do I'd still miss you baby And I don't wanna miss a thing I don't wanna close my eyes I don't wanna fall asleep 'Cause I'd miss you baby And I don't wanna miss a thing 'Cause even when I dream of you The sweetest dream would never do I'd still miss you baby And I don't wanna miss a thing Don't wanna close my eyes I don't wanna fall asleep yeah I don't wanna miss a thing
The Alan Parsons Project,Eye In The Sky,1982,classic,Some see the song as about a break up or more specifically about falling out of… Read More [Verse 1] Don't think sorry's easily said Don't try turning tables instead You've taken lots of chances before But I ain't gonna give anymore Don't ask me That's how it goes 'Cause part of me knows what you're thinking [Verse 2] Don't say words you're gonna regret Don't let the fire rush to your head I've heard the accusation before And I ain't gonna take any more Believe me The sun in your eyes Made some of the lies worth believing [Chorus] I am the eye in the sky Looking at you I can read your mind I am the maker of rules Dealing with fools I can cheat you blind And I don't need to see any more to know that I can read your mind (Looking at you) I can read your mind (Looking at you) I can read your mind (Looking at you) I can read your mind [Verse 3] Don't leave false illusion behind Don't cry I ain't changin' my mind So find another fool like before 'Cause I ain't gonna live anymore believin' Some of the lies while all of the signs are deceiving [Chorus] I am the eye in the sky Looking at you I can read your mind I am the maker of rules Dealing with fools I can cheat you blind And I don't need to see anymore to know that I can read your mind (Looking at you) I can read your mind (Looking at you) I can read your mind (Looking at you) I can read your mind [Chorus] I am the eye in the sky Looking at you I can read your mind I am the maker of rules Dealing with fools I can cheat you blind And I don't need to see anymore to know that I can read your mind (Looking at you) I can read your mind (Looking at you) I can read your mind (Looking at you) I can read your mind [Guitar Solo]
Pink Floyd,Hey You,1979,classic,[Verse 1: David Gilmour] Hey you Out there in the cold getting lonely getting old can you feel me? Hey you Standing in the aisles with itchy feet and fading smiles can you feel me? Hey you don't help them to bury the light Don't give in without a fight [Verse 2: David Gilmour] Hey you Out there on your own sitting naked by the phone would you touch me? Hey you With your ear against the wall waiting for someone to call out would you touch me? Hey you would you help me to carry the stone? Open your heart I'm coming home [Guitar Solo] [Bridge: Roger Waters] But it was only fantasy The wall was too high as you can see No matter how he tried he could not break free And the worms ate into his brain [Breakdown] [Verse 3: Roger Waters] Hey you Out there on the road always doing what you're told can you help me? Hey you Out there beyond the wall breaking bottles in the hall can you help me? Hey you don't tell me there's no hope at all Together we stand divided we fall [Outro: Roger Waters] (We fall we fall we fall we fall we fall we fall we fall we fall...)
Steely Dan,Do It Again,1972,classic,[Verse 1: Donald Fagen] In the mornin' you go gunnin' For the man who stole your water And you fire 'til he is done in But they catch you at the border And the mourners are all sangin' As they drag you by your feet But the hangman isn't hangin' And they put you on the street [Chorus: Donald Fagen] Yeah you go back Jack do it again Wheel turnin' 'round and 'round You go back Jack do it again [Verse 2: Donald Fagen] When you know she's no high climber Then you find your only friend In a room with your two timer And you're sure you're near the end Then you love a little wild one And she brings you only sorrow All the time you know she's smilin' You'll be on your knees tomorrow [Chorus: Donald Fagen] Yeah you go back Jack do it again Wheel turnin' 'round and 'round You go back Jack do it again [Guitar Solo] [Organ Solo] [Verse 3: Donald Fagen] Now you swear and kick and beg us That you're not a gambling man Then you find you're back in Vegas With a handle in your hand Your black cards can make you money So you hide them when you're able In the land of milk and honey You must put them on the table [Outro: Donald Fagen] Yeah you go back Jack do it again Wheel turnin' 'round and 'round You go back Jack do it again [Instrumental outro]
Atif Aslam,Dil Diyan Gallan,2021,classic,कच्ची डोरियों डोरियों डोरियों से ਮੈਨੂੰ ਤੂੰ ਬਾਂਧ ਲੇ पक्की यारीयों यारीयों यारीयों में ਹੋਂਦੇ ਨਾ ਫ਼ਾਸਲੇ [Pre-Chorus] ਇਹ ਨਾਰਾਜ਼ਗੀ ਕਾਗ਼ਜ਼ੀ ਸਾਰੀ ਤੇਰੀ ਮੇਰੇ ਸੋਹਣਿਆ ਸੁਨ ਲੈ ਮੇਰੀ [Chorus] ਦਿਲ ਦੀਆਂ ਗੱਲਾਂ ਕਰਾਂਗੇ ਨਾਲ-ਨਾਲ ਬਹਿ ਕੇ ਅੱਖ ਨਾਲੇ ਅੱਖ ਨੂੰ ਮਿਲਾ ਕੇ ਦਿਲ ਦੀਆਂ ਗੱਲਾਂ ਹਾਏ ਕਰਾਂਗੇ ਰੋਜ਼-ਰੋਜ਼ ਬਹਿ ਕੇ ਸੱਚੀਆਂ ਮੁਹੱਬਤਾਂ ਨਿਭਾ ਕੇ [Post-Chorus] ਸਤਾਏ ਮੈਨੂੰ ਕਿਉਂ? ਦਿਖਾਏ ਮੈਨੂੰ ਕਿਉਂ ਐਵੇਂ ਝੂਠੀ-ਮੂਠੀ ਰੁਸ ਕੇ ਰੁਸਾ ਕੇ? ਦਿਲ ਦੀਆਂ ਗੱਲਾਂ ਹਾਏ ਕਰਾਂਗੇ ਨਾਲ-ਨਾਲ ਬਹਿ ਕੇ ਅੱਖ ਨਾਲੇ ਅੱਖ ਨੂੰ ਮਿਲਾ ਕੇ [Verse 2] ਤੈਨੂੰ ਲੱਖਾਂ ਤੋਂ ਛੁਪਾ ਕੇ ਰੱਖਾਂ ਅੱਖਾਂ 'ਤੇ ਸਜਾ ਕੇ तू है मेरी वफ़ा रख अपना बना के ਮੈਂ ਤੇਰੇ ਲਈਆਂ ਤੇਰੇ ਲਈਆਂ ਯਾਰਾ ਨਾ ਪਾਵੀਂ ਕਦੇ ਦੂਰੀਆਂ ਹਾਏ ਤੈਨੂੰ ਲੱਖਾਂ ਤੋਂ ਛੁਪਾ ਕੇ ਰੱਖਾਂ ਅੱਖਾਂ 'ਤੇ ਸਜਾ ਕੇ तू है मेरी वफ़ा रख अपना बना के ਮੈਂ ਤੇਰੇ ਲਈਆਂ ਤੇਰੇ ਲਈਆਂ ਯਾਰਾ ਨਾ ਪਾਵੀਂ ਕਦੇ ਦੂਰੀਆਂ ਹਾਏ [Pre-Chorus] ਮੈਂ ਜੀਨਾ ਹਾਂ ਤੇਰਾ ਮੈਂ ਜੀਨਾ ਹਾਂ ਤੇਰਾ ਤੂੰ ਜੀਨਾ ਹੈ ਮੇਰਾ ਦੱਸ ਲੈਣਾ ਕੀ ਨਖ਼ਰਾ ਦਿਖਾ ਕੇ? [Chorus] ਦਿਲ ਦੀਆਂ ਗੱਲਾਂ ਕਰਾਂਗੇ ਨਾਲ-ਨਾਲ ਬਹਿ ਕੇ ਅੱਖ ਨਾਲੇ ਅੱਖ ਨੂੰ ਮਿਲਾ ਕੇ ਦਿਲ ਦੀਆਂ ਗੱਲਾਂ [Verse 3] ਰਾਤਾਂ ਕਾਲੀਆਂ ਕਾਲੀਆਂ ਕਾਲੀਆਂ ਨੇ मेरे दिल साँवले ਮੇਰੇ ਹਾਣੀਆ ਹਾਣੀਆ ਹਾਣੀਆ ਜੇ ਲੱਗੇ ਤੂੰ ਨਾ ਗਲੇ ਮੇਰਾ ਆਸਮਾਂ ਮੌਸਮਾਂ ਦੀ ਨਾ ਸੁਨੇ कोई ख़्वाब ना पूरा बुने [Chorus] ਦਿਲ ਦੀਆਂ ਗੱਲਾਂ ਕਰਾਂਗੇ ਨਾਲ-ਨਾਲ ਬਹਿ ਕੇ ਅੱਖ ਨਾਲੇ ਅੱਖ ਨੂੰ ਮਿਲਾ ਕੇ ਪਤਾ ਹੈ ਮੈਨੂੰ ਕਿਉਂ ਛੁਪਾ ਕੇ ਦੇਖੇ ਤੂੰ मेरे नाम से नाम मिला के ਦਿਲ ਦੀਆਂ ਗੱਲਾਂ ਕਰਾਂਗੇ ਨਾਲ-ਨਾਲ ਬਹਿ ਕੇ ਅੱਖ ਨਾਲੇ ਅੱਖ ਨੂੰ ਮਿਲਾ ਕੇ ਦਿਲ ਦੀਆਂ ਗੱਲਾਂ
Atif Aslam,Hona Tha Pyar,2011,classic,ہونا تھا پیار ہونا تھا پیار، ہوا میرے یار ہونا تھا پیار، ہوا میرے یار آئے نظر چہرے ہزار ہونا تھا پیار، ہوا میرے یار ہونا تھا پیار [Verse 1] تیرے دل کے شہر میں گھر میرا ہو گیا، ہو گیا سپنا دیکھا جو تم نے وہ میرا ہو گیا، ہو گیا ڈوبے تو یوں جیسے ہوں پار [Chorus] ہونا تھا پیار، ہوا میرے یار ہونا تھا پیار [Verse 2] تھامے دلوں کی بانہیں، ہم آتے سالوں میں، سالوں میں پائے جواب ہم نے تیرے سوالوں میں، سوالوں میں خوابوں کی ڈور ٹوٹے نہ یار [Chorus] ہونا تھا پیار (ہونا تھا پیار) ہوا میرے یار (ہوا میرے یار) ہونا تھا پیار
Ozzy Osbourne,No More Tears,1991,classic,[Verse 1] The light in the window is a crack in the sky A stairway to darkness in the blink of an eye A levee of tears to learn she'll never be coming back The man in the dark will bring another attack Your mama told you that you're not supposed to talk to strangers Look in the mirror tell me do you think your life's in danger? Yeah [Chorus] No more tears (Tears tears) No more tears (Tears tears) No more tears (Tears tears) No more tears (Tears tears) [Verse 2] Another day passes as the night closes in The red light goes on to say it's time to begin I see the man around the corner waiting can he see me? I close my eyes and wait to hear the sound of someone screaming here [Chorus] No more tears (Tears tears) No more tears (Tears tears) No more tears (Tears tears) No more tears (Tears tears) [Orchestral Interlude] [Bridge] It's just a sign of the times Going forward in reverse Still he who laughs last Is just a hand in the bush In the bush [Instrumental Break] [Guitar Solo] [Verse 3] So now that it's over can't we just say goodbye? (Bye bye goodbye) I'd like to move on and make the most of the night Maybe a kiss before I leave you this way Your lips are so cold I don't know what else to say I never wanted it to end this way my love my darling Believe me when I say to you in love I think I'm falling here [Chorus] No more tears (Tears tears) No more tears (Tears tears) No more tears (Tears tears) No more tears (Tears tears) [Outro] Is just a hand in the bush (In the bush in the bush in the bush)
Zach Bryan,Tourniquet,2023,classic,There's delays on the planes out of Eastern Montana Where you told me you were leavin’ from You've been stabbed in the back and the rest of your body Won't you tell me where you’re bleedin' from? If you need a tourniquet or if you wanna turn and quit Know that I'll be by your side You bled your whole soul into things you can't control In a world you'll never satisfy [Chorus] I bandage up your body and your bones and your bad days too Take care of the blood that your love runs through I know all the damage that some days in this dark world does You were laughin' last week at somethin' I dreamed of [Interlude: Kim Hunter & Vivien Leigh] Come say hello to Stanley first Oh no not now not now Well just say hello Oh which-which is he? Which-which one which one is he? [Verse 2] When you finally feel the blood you spill into everybody else I'll tourniquet your toes to the ground Pull you in and hold you tight love you through the heart of night Spring your kind ass into town You’ve been playin’ your guitar from arenas to the bars Since you were old enough to rhyme a word But your face is gettin' thinner and you’re prayin' for the winter And I heard you fucked it up with her [Chorus] I bandage up your body and your bones and your bad days too Take care of the blood that your love runs through I know all the damage that some days in this dark world does You were laughin' last evenin' at somethin’ I dreamed of [Guitar Solo] [Chorus] I bandage up your body and your bones and your bad days too Take care of the blood that your love runs through I know all the damage that some days in this dark world does She were laughin' last evenin' at somethin' I dreamed of [Outro] There's delays on the planes out of Eastern Montana Where you told me you were leavin' from You've been stabbed in the back and the rest of your body Won't you tell me where you're bleedin' from?
Heart,Barracuda,1977,classic,"From the 3x Platinum album Little Queen To one’s… Read More [Intro] [Verse 1] So this ain't the end I saw you again today I had to turn my heart away Smile like the sun kisses for everyone And tales it never fails [Chorus] You lying so low in the weeds I bet you gonna ambush me You'd have me down down down down on my knees Now wouldn't you Barracuda? Oh [Instrumental Bridge] [Verse 2] Back over time we were all trying for free You met the porpoise and me uh-huh No right no wrong selling a song a name Whisper game [Chorus] And if the real thing don't do the trick You better make up something quick You gonna burn burn burn burn burn to the wick Ooh Barracuda oh yeah [Bridge] ""Sell me sell you "" the porpoise said Dive down deep now to save my head You I think that you got the blues too All that night and all the next Swam without looking back Made for the western pools silly silly fools [Guitar Solo] [Chorus] The real thing don't do the trick no? You better make up something quick You gonna burn burn burn burn burn it to the wick Oh Barra-Barracuda yeah [Outro]"
Billy Idol,White Wedding - Pt. 1,1982,classic,Hey little sister who's the only one Hey little sister who's your superman Hey little sister who's the one you want Hey little sister shot gun! It's a nice day to start again It's a nice day for a white wedding It's a nice day to start again Hey little sister who is your with Hey little sister what's your fasinish Hey little sister shot gun (oh yeah) Hey little sister who's your superman Hey little sister shot gun! It's a nice day to start again (come on) It's a nice day for a white wedding It's a nice day to start again (Pick it up) Take me back home Hey little sister what have you done Hey little sister who's the only one I've been away for so long (so long) I've been away for so long (so long) I let you go for so long It's a nice day to start again (come on) It's a nice day for a white wedding It's a nice day to start again There is nothin' fair in this world There is nothin' safe in this world And there's nothin' sure in this world And there's nothin' pure in this world Look for something left in this world Start again Come on It's a nice day for a white wedding It's a nice day to start again It's a nice day for a white wedding It's a nice day to start again
Queen,I Want To Break Free - Single Remix,1984,classic,I want to break free I want to break free I want to break free from your lies You're so self-satisfied I don't need you I've got to break free God knows God knows I want to break free [Verse 2] I've fallen in love I've fallen in love for the first time And this time I know it's for real I've fallen in love yeah God knows God knows I've fallen in love [Bridge] It's strange but it's true yeah I can't get over the way you love me like you do But I have to be sure When I walk out that door Oh how I want to be free baby Oh how I want to be free Oh how I want to break free [Verse 3] But life still goes on I can't get used to living without living without Living without you by my side I don't want to live alone hey God knows got to make it on my own So baby can't you see? I've got to break free [Outro] I've got to break free I want to break free yeah I want I want I want I want to break free
Jim Croce,Time in a Bottle,1972,classic,From the… Read More [Intro] [Verse 1] If I could save time in a bottle The first thing that I'd like to do Is to save every day 'til eternity passes away Just to spend them with you [Verse 2] If I could make days last forever If words could make wishes come true I'd save every day like a treasure and then Again I would spend them with you [Chorus] But there never seems to be enough time To do the things you want to do once you find them I've looked around enough to know That you're the one I want to go through time with [Verse 3] If I had a box just for wishes And dreams that had never come true The box would be empty except for the memory of how They were answered by you [Chorus] But there never seems to be enough time To do the things you want to do once you find them I've looked around enough to know That you're the one I want to go through time with [Outro]
The Mamas & The Papas,Dream A Little Dream Of Me,1968,classic,"… Read More [Intro] [Verse 1] Stars shining bright above you Night breezes seem to whisper ""I love you"" Birds singin' in the sycamore tree Dream a little dream of me [Verse 2] Say ""nighty-night"" and kiss me Just hold me tight and tell me you'll miss me While I'm alone and blue as can be Dream a little dream of me [Chorus] Stars fading but I linger on dear Still craving your kiss I'm longing to linger 'til dawn dear Just saying this [Verse 3] Sweet dreams 'til sunbeams find you Sweet dreams that leave all worries behind you But in your dreams whatever they be Dream a little dream of me [Piano Solo] [Chorus] Stars fading but I linger on dear Still craving your kiss I'm longing to linger 'til dawn dear Just saying this [Verse 4] Sweet dreams 'til sunbeams find you Sweet dreams that leave all worries far behind you But in your dreams whatever they be Dream a little dream of me [Instrumental Outro]"
The Mamas & The Papas,California Dreamin',2001,classic,Originally recorded by Barry McGuire (of “Eve of Destruction” fame)… Read More [Chorus] All the leaves are brown (All the leaves are brown) And the sky is gray (And the sky is gray) I've been for a walk (I've been for a walk) On a winter's day (On a winter's day) I'd be safe and warm (I'd be safe and warm) If I was in L.A. (If I was in L.A.) California dreamin' (California dreamin') On such a winter's day [Verse] Stopped in to a church I passed along the way Well I got down on my knees (Got down on my knees) And I pretend to pray (I pretend to pray) You know the preacher liked the cold (Preacher liked the cold) He knows I'm gonna stay (Knows I'm gonna stay) California dreamin' (California dreamin') On such a winter's day [Flute Solo] [Chorus] All the leaves are brown (All the leaves are brown) And the sky is gray (And the sky is gray) I've been for a walk (I've been for a walk) On a winter's day (On a winter's day) If I didn't tell her (If I didn't tell her) I could leave today (I could leave today) California dreamin' (California dreamin') On such a winter's day (California dreamin') On such a winter's day (California dreamin') On such a winter's day
The Bellamy Brothers,Let Your Love Flow,1976,classic,It was written by Larry E. Williams a former roadie for Neil Diamond. The song was offered to Diamond who turned it down… Read More [Intro] [Verse 1] There's a reason for the sun-shining sky And there's a reason why I'm feeling so high Must be the season when that love light shines all around us [Pre-Chorus 1] So let that feeling grab you deep inside And send you reeling where your love can't hide And then go stealing through the moonlit nights with your lover [Chorus] Just let your love flow like a mountain stream And let your love grow with the smallest of dreams And let your love show and you'll know what I mean It's the season Let your love fly like a bird on a wing And let your love bind you to all living things And let your love shine and you'll know what I mean That's the reason [Verse 2] There's a reason for the warm sweet nights And there's a reason for the candlelights Must be the season when those love rights shine all around us [Pre-Chorus 2] So let that wonder take you into space And lay you under its loving embrace Just feel the thunder as it warms your face you can't hold back [Chorus] Just let your love flow like a mountain stream And let your love grow with the smallest of dreams And let your love show and you'll know what I mean It's the season Let your love fly like a bird on a wing And let your love bind you to all living things And let your love shine and you'll know what I mean That's the reason [Chorus] Just let your love flow like a mountain stream And let your love grow with the smallest of dreams And let your love show and you'll know what I mean It's the season Let your love fly like a bird on a wing And let your love bind you to all living things And let your love shine and you'll know what I mean That's the reason [Outro] Just let your love flow like a mountain stream And let your love grow with the smallest of dreams
